transaction_id,timestamp,amount,payment_method,bank,device,city,status,failure_reason
1065,2026-09-03 15:47:10.673227,1217.44,CARD,KOTAK,Web,Pune,SUCCESS,
10477,2026-09-03 15:47:11.673227,1591.31,CARD,ICICI,Android,Mumbai,SUCCESS,
32558,2026-09-03 15:47:12.673227,2095.17,WALLET,KOTAK,Android,Hyderabad,SUCCESS,
37143,2026-09-03 15:47:15.673227,937.24,CARD,AXIS,Android,Bangalore,SUCCESS,
37101,2026-09-03 15:47:17.673227,613.76,WALLET,KOTAK,Android,Pune,SUCCESS,
4521,2026-09-03 15:47:19.673227,117.89,UPI,HDFC,Web,Mumbai,SUCCESS,
31038,2026-09-03 15:47:21.673227,3012.93,UPI,HDFC,Web,Pune,SUCCESS,
35836,2026-09-03 15:47:23.673227,779.21,NETBANKING,KOTAK,Android,Mumbai,SUCCESS,
10317,2026-09-03 15:47:29.673227,637.17,UPI,AXIS,Android,Hyderabad,SUCCESS,
41259,2026-09-03 15:47:31.673227,289.94,CARD,HDFC,Android,Hyderabad,SUCCESS,
46331,2026-09-03 15:47:32.673227,869.42,CARD,KOTAK,Web,Mumbai,SUCCESS,
24906,2026-09-03 15:47:35.673227,1113.05,CARD,ICICI,Web,Delhi,SUCCESS,
23683,2026-09-03 15:47:37.673227,1350.67,CARD,KOTAK,iOS,Bangalore,SUCCESS,
24283,2026-09-03 15:47:38.673227,407.35,WALLET,ICICI,Android,Bangalore,SUCCESS,
1308,2026-09-03 15:47:39.673227,585.22,UPI,AXIS,Android,Delhi,SUCCESS,
35354,2026-09-03 15:47:41.673227,602.19,CARD,SBI,Web,Bangalore,SUCCESS,
49170,2026-09-03 15:47:44.673227,3572.77,CARD,HDFC,Android,Mumbai,SUCCESS,
22730,2026-09-03 15:47:44.673227,1959.6,NETBANKING,ICICI,Android,Hyderabad,SUCCESS,
11224,2026-09-03 15:47:45.673227,343.98,NETBANKING,KOTAK,iOS,Pune,SUCCESS,
25081,2026-09-03 15:47:46.673227,3821.53,UPI,ICICI,Web,Delhi,SUCCESS,
40390,2026-09-03 15:47:49.673227,809.37,UPI,AXIS,Android,Mumbai,SUCCESS,
10064,2026-09-03 15:47:51.673227,252.4,UPI,KOTAK,Android,Pune,SUCCESS,
24377,2026-09-03 15:47:53.673227,1019.0,UPI,HDFC,Android,Bangalore,SUCCESS,
33266,2026-09-03 15:47:57.673227,1187.97,UPI,ICICI,Android,Pune,SUCCESS,
22246,2026-09-03 15:47:58.673227,877.82,UPI,AXIS,iOS,Pune,SUCCESS,
19121,2026-09-03 15:48:00.673227,1384.91,NETBANKING,AXIS,Android,Delhi,SUCCESS,
273,2026-09-03 15:48:02.673227,1743.33,UPI,SBI,iOS,Delhi,SUCCESS,
38838,2026-09-03 15:48:02.673227,2571.65,UPI,HDFC,iOS,Pune,SUCCESS,
40637,2026-09-03 15:48:04.673227,1545.32,UPI,SBI,Android,Delhi,SUCCESS,
26918,2026-09-03 15:48:07.673227,1305.14,NETBANKING,KOTAK,Android,Delhi,SUCCESS,
20584,2026-09-03 15:48:09.673227,1079.3,CARD,KOTAK,Android,Pune,SUCCESS,
49053,2026-09-03 15:48:11.673227,952.22,CARD,ICICI,Android,Mumbai,SUCCESS,
13178,2026-09-03 15:48:20.673227,2573.5,UPI,AXIS,Android,Pune,SUCCESS,
2184,2026-09-03 15:48:21.673227,1763.67,CARD,KOTAK,Web,Bangalore,SUCCESS,
13261,2026-09-03 15:48:22.673227,2657.5,UPI,SBI,iOS,Hyderabad,SUCCESS,
45108,2026-09-03 15:48:24.673227,292.56,UPI,AXIS,Android,Mumbai,SUCCESS,
5747,2026-09-03 15:48:24.673227,1378.01,CARD,KOTAK,Web,Bangalore,SUCCESS,
38711,2026-09-03 15:48:25.673227,2065.59,UPI,KOTAK,Web,Bangalore,SUCCESS,
48105,2026-09-03 15:48:25.673227,357.78,WALLET,HDFC,Android,Bangalore,SUCCESS,
1840,2026-09-03 15:48:28.673227,1718.46,CARD,HDFC,Android,Delhi,SUCCESS,
13131,2026-09-03 15:48:29.673227,416.21,CARD,SBI,iOS,Mumbai,SUCCESS,
14820,2026-09-03 15:48:30.673227,1051.41,NETBANKING,HDFC,Android,Pune,SUCCESS,
43567,2026-09-03 15:48:33.673227,2782.95,UPI,ICICI,Android,Hyderabad,SUCCESS,
23276,2026-09-03 15:48:33.673227,391.68,CARD,SBI,Android,Bangalore,SUCCESS,
6075,2026-09-03 15:48:37.673227,889.99,UPI,KOTAK,Web,Hyderabad,SUCCESS,
23034,2026-09-03 15:48:38.673227,2036.41,UPI,SBI,Web,Mumbai,SUCCESS,
26566,2026-09-03 15:48:39.673227,940.43,CARD,ICICI,iOS,Delhi,SUCCESS,
15181,2026-09-03 15:48:40.673227,1053.12,UPI,ICICI,Android,Delhi,SUCCESS,
42906,2026-09-03 15:48:43.673227,1160.37,NETBANKING,ICICI,Android,Hyderabad,SUCCESS,
32744,2026-09-03 15:48:47.673227,1343.48,UPI,KOTAK,Android,Mumbai,SUCCESS,
15206,2026-09-03 15:48:48.673227,766.75,CARD,SBI,Android,Delhi,SUCCESS,
15948,2026-09-03 15:48:48.673227,770.62,WALLET,KOTAK,Android,Hyderabad,SUCCESS,
20569,2026-09-03 15:48:49.673227,5852.41,UPI,HDFC,Android,Bangalore,SUCCESS,
29274,2026-09-03 15:48:51.673227,495.01,UPI,AXIS,iOS,Hyderabad,SUCCESS,
23862,2026-09-03 15:48:52.673227,770.38,CARD,AXIS,Android,Hyderabad,FAILED,TIMEOUT
48804,2026-09-03 15:48:52.673227,661.05,UPI,ICICI,Android,Bangalore,SUCCESS,
38213,2026-09-03 15:48:54.673227,1494.69,UPI,KOTAK,iOS,Hyderabad,SUCCESS,
48994,2026-09-03 15:48:54.673227,307.16,UPI,AXIS,Web,Hyderabad,SUCCESS,
5815,2026-09-03 15:48:55.673227,1451.49,CARD,ICICI,Web,Mumbai,SUCCESS,
42837,2026-09-03 15:48:56.673227,876.91,WALLET,HDFC,iOS,Mumbai,SUCCESS,
19953,2026-09-03 15:48:57.673227,3192.87,UPI,AXIS,iOS,Delhi,SUCCESS,
26953,2026-09-03 15:48:58.673227,534.9,CARD,AXIS,Android,Hyderabad,SUCCESS,
22953,2026-09-03 15:48:59.673227,1668.24,UPI,ICICI,iOS,Pune,SUCCESS,
31414,2026-09-03 15:49:02.673227,1933.44,UPI,SBI,Android,Pune,SUCCESS,
31780,2026-09-03 15:49:03.673227,891.0,UPI,HDFC,Web,Mumbai,SUCCESS,
45594,2026-09-03 15:49:04.673227,1544.09,UPI,SBI,Android,Hyderabad,SUCCESS,
27932,2026-09-03 15:49:04.673227,295.81,UPI,ICICI,Android,Delhi,SUCCESS,
28649,2026-09-03 15:49:05.673227,1207.07,NETBANKING,AXIS,Android,Mumbai,SUCCESS,
34051,2026-09-03 15:49:07.673227,1181.97,CARD,AXIS,Android,Pune,SUCCESS,
19109,2026-09-03 15:49:08.673227,5917.58,CARD,HDFC,iOS,Delhi,SUCCESS,
33332,2026-09-03 15:49:10.673227,753.38,CARD,KOTAK,Android,Bangalore,SUCCESS,
1635,2026-09-03 15:49:11.673227,534.27,CARD,KOTAK,iOS,Mumbai,SUCCESS,
41477,2026-09-03 15:49:12.673227,774.61,UPI,HDFC,Android,Delhi,SUCCESS,
24272,2026-09-03 15:49:13.673227,3226.86,UPI,KOTAK,iOS,Delhi,SUCCESS,
2603,2026-09-03 15:49:14.673227,576.82,CARD,SBI,iOS,Hyderabad,SUCCESS,
24402,2026-09-03 15:49:14.673227,694.58,CARD,AXIS,iOS,Delhi,SUCCESS,
42805,2026-09-03 15:49:14.673227,1540.7,CARD,HDFC,iOS,Hyderabad,FAILED,INSUFFICIENT_FUNDS
4573,2026-09-03 15:49:17.673227,469.63,UPI,ICICI,Android,Delhi,SUCCESS,
27594,2026-09-03 15:49:18.673227,1116.57,CARD,AXIS,iOS,Hyderabad,SUCCESS,
9186,2026-09-03 15:49:20.673227,1118.72,UPI,HDFC,Android,Mumbai,SUCCESS,
3037,2026-09-03 15:49:21.673227,313.18,CARD,KOTAK,Web,Delhi,SUCCESS,
33109,2026-09-03 15:49:22.673227,1892.68,CARD,KOTAK,Android,Mumbai,SUCCESS,
25428,2026-09-03 15:49:22.673227,777.77,CARD,SBI,Android,Bangalore,SUCCESS,
48111,2026-09-03 15:49:22.673227,961.2,UPI,ICICI,iOS,Bangalore,SUCCESS,
44014,2026-09-03 15:49:24.673227,910.02,CARD,KOTAK,Android,Pune,SUCCESS,
45196,2026-09-03 15:49:35.673227,851.92,UPI,AXIS,Android,Delhi,SUCCESS,
19951,2026-09-03 15:49:36.673227,1136.37,CARD,KOTAK,iOS,Delhi,SUCCESS,
25292,2026-09-03 15:49:36.673227,1912.54,UPI,AXIS,Android,Bangalore,SUCCESS,
17358,2026-09-03 15:49:36.673227,1602.15,UPI,SBI,Android,Delhi,SUCCESS,
16874,2026-09-03 15:49:38.673227,1514.53,CARD,KOTAK,Android,Mumbai,SUCCESS,
37905,2026-09-03 15:49:38.673227,594.03,CARD,ICICI,Web,Mumbai,FAILED,TIMEOUT
20073,2026-09-03 15:49:40.673227,2245.83,CARD,KOTAK,Android,Delhi,SUCCESS,
16091,2026-09-03 15:49:42.673227,1652.47,NETBANKING,AXIS,iOS,Delhi,SUCCESS,
3347,2026-09-03 15:49:43.673227,1219.18,CARD,KOTAK,iOS,Hyderabad,SUCCESS,
27526,2026-09-03 15:49:43.673227,2759.94,UPI,SBI,Web,Mumbai,SUCCESS,
32243,2026-09-03 15:49:49.673227,728.57,CARD,SBI,iOS,Bangalore,SUCCESS,
10359,2026-09-03 15:49:50.673227,596.96,UPI,AXIS,iOS,Bangalore,SUCCESS,
15784,2026-09-03 15:49:51.673227,259.66,UPI,HDFC,Android,Bangalore,SUCCESS,
31393,2026-09-03 15:49:51.673227,567.69,UPI,KOTAK,iOS,Mumbai,SUCCESS,
13710,2026-09-03 15:49:52.673227,1350.74,NETBANKING,AXIS,Android,Pune,SUCCESS,
27177,2026-09-03 15:49:55.673227,674.38,UPI,ICICI,iOS,Delhi,SUCCESS,
44737,2026-09-03 15:49:56.673227,1014.34,UPI,SBI,iOS,Mumbai,SUCCESS,
38277,2026-09-03 15:49:58.673227,1535.98,UPI,ICICI,Web,Bangalore,SUCCESS,
28424,2026-09-03 15:49:59.673227,272.09,CARD,HDFC,iOS,Pune,SUCCESS,
34599,2026-09-03 15:50:01.673227,1977.74,UPI,HDFC,iOS,Bangalore,SUCCESS,
5170,2026-09-03 15:50:02.673227,3061.11,UPI,KOTAK,Web,Pune,SUCCESS,
40883,2026-09-03 15:50:02.673227,1666.18,CARD,AXIS,Web,Bangalore,SUCCESS,
302,2026-09-03 15:50:04.673227,402.05,UPI,HDFC,Web,Pune,SUCCESS,
49647,2026-09-03 15:50:05.673227,686.67,UPI,KOTAK,Web,Mumbai,SUCCESS,
26202,2026-09-03 15:50:06.673227,579.22,CARD,SBI,iOS,Delhi,SUCCESS,
20173,2026-09-03 15:50:14.673227,913.69,NETBANKING,HDFC,Android,Hyderabad,SUCCESS,
4265,2026-09-03 15:50:23.673227,1392.98,NETBANKING,SBI,Android,Hyderabad,SUCCESS,
7882,2026-09-03 15:50:25.673227,921.23,UPI,SBI,Android,Mumbai,SUCCESS,
7332,2026-09-03 15:50:27.673227,676.2,UPI,KOTAK,iOS,Delhi,SUCCESS,
2701,2026-09-03 15:50:27.673227,391.24,CARD,ICICI,Android,Bangalore,SUCCESS,
4069,2026-09-03 15:50:28.673227,473.59,CARD,ICICI,iOS,Bangalore,SUCCESS,
7517,2026-09-03 15:50:28.673227,143.11,UPI,SBI,Android,Delhi,SUCCESS,
16078,2026-09-03 15:50:28.673227,1703.12,CARD,HDFC,iOS,Hyderabad,SUCCESS,
17959,2026-09-03 15:50:29.673227,339.24,UPI,KOTAK,Web,Mumbai,SUCCESS,
2312,2026-09-03 15:50:31.673227,630.7,UPI,HDFC,Android,Pune,SUCCESS,
705,2026-09-03 15:50:33.673227,641.07,UPI,ICICI,Android,Hyderabad,SUCCESS,
49348,2026-09-03 15:50:33.673227,1079.39,UPI,ICICI,Web,Delhi,SUCCESS,
49150,2026-09-03 15:50:40.673227,2776.57,CARD,SBI,iOS,Delhi,SUCCESS,
6310,2026-09-03 15:50:41.673227,259.06,CARD,SBI,Android,Mumbai,SUCCESS,
20039,2026-09-03 15:50:42.673227,1055.31,UPI,AXIS,Android,Bangalore,SUCCESS,
32809,2026-09-03 15:50:44.673227,1458.3,UPI,AXIS,iOS,Hyderabad,SUCCESS,
7980,2026-09-03 15:50:47.673227,3003.76,UPI,AXIS,Android,Hyderabad,SUCCESS,
41312,2026-09-03 15:50:48.673227,806.56,UPI,SBI,Android,Pune,SUCCESS,
27035,2026-09-03 15:50:48.673227,2319.26,UPI,KOTAK,iOS,Hyderabad,SUCCESS,
21032,2026-09-03 15:50:52.673227,2394.59,UPI,SBI,Android,Hyderabad,SUCCESS,
37852,2026-09-03 15:50:53.673227,544.08,UPI,AXIS,Web,Delhi,SUCCESS,
12749,2026-09-03 15:50:53.673227,473.42,CARD,AXIS,iOS,Bangalore,SUCCESS,
35768,2026-09-03 15:51:00.673227,613.09,UPI,AXIS,iOS,Hyderabad,SUCCESS,
10617,2026-09-03 15:51:01.673227,611.72,UPI,KOTAK,Android,Delhi,SUCCESS,
985,2026-09-03 15:51:02.673227,681.01,NETBANKING,AXIS,Web,Bangalore,SUCCESS,
36880,2026-09-03 15:51:02.673227,364.82,UPI,KOTAK,Web,Bangalore,SUCCESS,
41557,2026-09-03 15:51:06.673227,240.35,UPI,HDFC,Web,Bangalore,SUCCESS,
459,2026-09-03 15:51:06.673227,2455.59,CARD,KOTAK,Android,Bangalore,SUCCESS,
40236,2026-09-03 15:51:09.673227,2359.54,CARD,AXIS,Android,Delhi,SUCCESS,
48688,2026-09-03 15:51:09.673227,1203.59,CARD,AXIS,iOS,Pune,SUCCESS,
10469,2026-09-03 15:51:14.673227,3694.18,WALLET,ICICI,Web,Bangalore,SUCCESS,
4229,2026-09-03 15:51:15.673227,1099.8,CARD,HDFC,Android,Pune,SUCCESS,
12042,2026-09-03 15:51:16.673227,672.98,NETBANKING,HDFC,Android,Hyderabad,SUCCESS,
16267,2026-09-03 15:51:17.673227,516.38,NETBANKING,HDFC,Android,Hyderabad,SUCCESS,
21610,2026-09-03 15:51:17.673227,350.51,NETBANKING,HDFC,Android,Delhi,SUCCESS,
19917,2026-09-03 15:51:19.673227,922.17,UPI,ICICI,Android,Delhi,SUCCESS,
5814,2026-09-03 15:51:20.673227,616.98,NETBANKING,HDFC,Android,Mumbai,SUCCESS,
36013,2026-09-03 15:51:21.673227,1647.57,CARD,HDFC,Android,Pune,SUCCESS,
40996,2026-09-03 15:51:22.673227,819.34,NETBANKING,AXIS,Android,Bangalore,SUCCESS,
25348,2026-09-03 15:51:22.673227,803.41,UPI,HDFC,Android,Delhi,SUCCESS,
13646,2026-09-03 15:51:23.673227,763.02,CARD,HDFC,Android,Bangalore,SUCCESS,
5844,2026-09-03 15:51:25.673227,4159.68,UPI,SBI,Web,Hyderabad,SUCCESS,
19497,2026-09-03 15:51:25.673227,634.95,UPI,KOTAK,Android,Pune,SUCCESS,
12306,2026-09-03 15:51:26.673227,656.95,UPI,AXIS,iOS,Pune,SUCCESS,
2618,2026-09-03 15:51:27.673227,782.8,UPI,AXIS,Android,Pune,SUCCESS,
31258,2026-09-03 15:51:29.673227,738.82,CARD,KOTAK,Web,Delhi,FAILED,TIMEOUT
38145,2026-09-03 15:51:30.673227,653.9,CARD,ICICI,iOS,Bangalore,SUCCESS,
41129,2026-09-03 15:51:32.673227,2313.34,CARD,KOTAK,Web,Mumbai,SUCCESS,
26132,2026-09-03 15:51:33.673227,4436.86,UPI,HDFC,Web,Pune,SUCCESS,
11218,2026-09-03 15:51:33.673227,6325.28,UPI,KOTAK,Android,Mumbai,SUCCESS,
7691,2026-09-03 15:51:34.673227,2554.29,CARD,HDFC,Android,Delhi,SUCCESS,
39865,2026-09-03 15:51:34.673227,375.27,NETBANKING,KOTAK,Android,Pune,SUCCESS,
23068,2026-09-03 15:51:40.673227,1351.23,UPI,SBI,Web,Delhi,SUCCESS,
13690,2026-09-03 15:51:40.673227,414.16,UPI,AXIS,Android,Hyderabad,SUCCESS,
24964,2026-09-03 15:51:43.673227,2262.63,CARD,HDFC,iOS,Mumbai,SUCCESS,
27644,2026-09-03 15:51:44.673227,3246.05,CARD,AXIS,Android,Mumbai,SUCCESS,
24615,2026-09-03 15:51:44.673227,3398.21,UPI,SBI,Android,Bangalore,SUCCESS,
10717,2026-09-03 15:51:46.673227,2297.38,WALLET,ICICI,iOS,Delhi,FAILED,TIMEOUT
23199,2026-09-03 15:51:46.673227,3562.02,UPI,ICICI,Android,Mumbai,SUCCESS,
4036,2026-09-03 15:51:49.673227,1406.23,UPI,SBI,Web,Hyderabad,SUCCESS,
6850,2026-09-03 15:51:49.673227,452.12,CARD,KOTAK,Android,Pune,SUCCESS,
10326,2026-09-03 15:51:50.673227,826.82,UPI,SBI,iOS,Bangalore,SUCCESS,
30364,2026-09-03 15:51:52.673227,4662.15,UPI,AXIS,Android,Delhi,SUCCESS,
42776,2026-09-03 15:51:53.673227,654.83,WALLET,ICICI,Android,Pune,SUCCESS,
8434,2026-09-03 15:51:53.673227,1626.69,UPI,AXIS,Android,Hyderabad,SUCCESS,
25884,2026-09-03 15:51:55.673227,2556.98,UPI,HDFC,Web,Delhi,SUCCESS,
19895,2026-09-03 15:51:56.673227,546.75,NETBANKING,AXIS,iOS,Mumbai,FAILED,TIMEOUT
28483,2026-09-03 15:52:05.673227,534.14,CARD,KOTAK,Web,Hyderabad,SUCCESS,
1910,2026-09-03 15:52:06.673227,666.38,UPI,HDFC,Android,Hyderabad,SUCCESS,
34465,2026-09-03 15:52:07.673227,2686.09,UPI,KOTAK,Android,Delhi,SUCCESS,
9071,2026-09-03 15:52:08.673227,549.79,NETBANKING,HDFC,iOS,Pune,SUCCESS,
30976,2026-09-03 15:52:12.673227,1876.04,UPI,KOTAK,Web,Pune,SUCCESS,
48476,2026-09-03 15:52:14.673227,556.9,NETBANKING,HDFC,Android,Delhi,SUCCESS,
13772,2026-09-03 15:52:15.673227,682.32,NETBANKING,AXIS,iOS,Mumbai,FAILED,TECHNICAL_ERROR
48766,2026-09-03 15:52:15.673227,746.0,NETBANKING,HDFC,Web,Delhi,SUCCESS,
33088,2026-09-03 15:52:16.673227,1056.24,CARD,AXIS,Android,Mumbai,SUCCESS,
20768,2026-09-03 15:52:19.673227,452.19,UPI,ICICI,Android,Delhi,SUCCESS,
13603,2026-09-03 15:52:20.673227,493.0,CARD,AXIS,Android,Delhi,SUCCESS,
8666,2026-09-03 15:52:20.673227,3465.2,UPI,SBI,iOS,Mumbai,SUCCESS,
36038,2026-09-03 15:52:23.673227,723.96,CARD,SBI,Web,Pune,SUCCESS,
10902,2026-09-03 15:52:25.673227,1158.26,UPI,AXIS,Android,Hyderabad,SUCCESS,
33765,2026-09-03 15:52:27.673227,635.64,UPI,AXIS,Android,Pune,SUCCESS,
11364,2026-09-03 15:52:28.673227,471.63,UPI,HDFC,Web,Hyderabad,SUCCESS,
3239,2026-09-03 15:52:30.673227,1260.81,CARD,KOTAK,Android,Hyderabad,SUCCESS,
34185,2026-09-03 15:52:33.673227,2115.36,UPI,KOTAK,Android,Bangalore,SUCCESS,
28737,2026-09-03 15:52:34.673227,768.23,UPI,ICICI,Android,Mumbai,SUCCESS,
14159,2026-09-03 15:52:35.673227,1266.14,UPI,AXIS,iOS,Bangalore,SUCCESS,
2540,2026-09-03 15:52:37.673227,1009.59,NETBANKING,AXIS,Web,Mumbai,FAILED,BANK_DECLINE
11911,2026-09-03 15:52:39.673227,756.94,NETBANKING,KOTAK,iOS,Hyderabad,SUCCESS,
24819,2026-09-03 15:52:40.673227,3005.66,UPI,SBI,iOS,Hyderabad,SUCCESS,
44909,2026-09-03 15:52:42.673227,312.11,CARD,ICICI,iOS,Bangalore,SUCCESS,
15168,2026-09-03 15:52:43.673227,1327.63,CARD,AXIS,iOS,Delhi,SUCCESS,
15429,2026-09-03 15:52:45.673227,621.43,UPI,HDFC,Web,Delhi,SUCCESS,
43144,2026-09-03 15:52:47.673227,1800.61,NETBANKING,ICICI,Web,Hyderabad,SUCCESS,
16448,2026-09-03 15:52:48.673227,1871.16,UPI,SBI,Android,Bangalore,SUCCESS,
15192,2026-09-03 15:52:49.673227,335.17,NETBANKING,HDFC,Web,Bangalore,SUCCESS,
45922,2026-09-03 15:52:50.673227,1952.52,NETBANKING,ICICI,iOS,Pune,SUCCESS,
45553,2026-09-03 15:52:55.673227,4370.19,UPI,HDFC,Web,Delhi,SUCCESS,
2870,2026-09-03 15:52:56.673227,1494.64,CARD,HDFC,iOS,Mumbai,SUCCESS,
4974,2026-09-03 15:52:59.673227,643.45,NETBANKING,AXIS,Web,Mumbai,FAILED,TIMEOUT
25779,2026-09-03 15:53:00.673227,2434.7,CARD,HDFC,Android,Bangalore,SUCCESS,
777,2026-09-03 15:53:01.673227,455.37,NETBANKING,KOTAK,Android,Hyderabad,SUCCESS,
34373,2026-09-03 15:53:02.673227,262.8,CARD,KOTAK,Android,Bangalore,SUCCESS,
11941,2026-09-03 15:53:02.673227,2555.8,CARD,AXIS,Android,Hyderabad,SUCCESS,
49912,2026-09-03 15:53:02.673227,792.73,NETBANKING,KOTAK,Android,Delhi,FAILED,BANK_DECLINE
6472,2026-09-03 15:53:04.673227,1633.78,CARD,SBI,iOS,Hyderabad,FAILED,BANK_DECLINE
42629,2026-09-03 15:53:08.673227,970.5,WALLET,KOTAK,Android,Mumbai,SUCCESS,
5229,2026-09-03 15:53:10.673227,784.8,CARD,SBI,Web,Bangalore,SUCCESS,
39558,2026-09-03 15:53:13.673227,1572.8,NETBANKING,AXIS,Android,Delhi,SUCCESS,
25695,2026-09-03 15:53:13.673227,258.5,CARD,HDFC,Android,Pune,SUCCESS,
11934,2026-09-03 15:53:14.673227,1759.93,UPI,KOTAK,Android,Mumbai,FAILED,TECHNICAL_ERROR
42770,2026-09-03 15:53:15.673227,515.43,UPI,KOTAK,Android,Delhi,SUCCESS,
30554,2026-09-03 15:53:16.673227,666.29,UPI,KOTAK,Web,Bangalore,SUCCESS,
5048,2026-09-03 15:53:16.673227,650.24,UPI,AXIS,iOS,Delhi,SUCCESS,
16451,2026-09-03 15:53:16.673227,2750.0,UPI,ICICI,Android,Mumbai,SUCCESS,
20301,2026-09-03 15:53:18.673227,2622.94,UPI,AXIS,Android,Mumbai,SUCCESS,
28213,2026-09-03 15:53:18.673227,486.78,WALLET,ICICI,iOS,Pune,SUCCESS,
33849,2026-09-03 15:53:19.673227,10360.29,UPI,AXIS,Android,Delhi,FAILED,TECHNICAL_ERROR
14980,2026-09-03 15:53:22.673227,3891.42,NETBANKING,HDFC,Web,Pune,SUCCESS,
22860,2026-09-03 15:53:23.673227,761.83,CARD,HDFC,Web,Mumbai,SUCCESS,
46062,2026-09-03 15:53:23.673227,1353.1,NETBANKING,SBI,Android,Hyderabad,SUCCESS,
30107,2026-09-03 15:53:25.673227,1813.88,UPI,HDFC,iOS,Mumbai,SUCCESS,
12040,2026-09-03 15:53:26.673227,2642.55,UPI,SBI,Android,Delhi,SUCCESS,
38822,2026-09-03 15:53:26.673227,613.46,CARD,ICICI,iOS,Pune,SUCCESS,
28361,2026-09-03 15:53:29.673227,586.93,NETBANKING,SBI,Web,Mumbai,SUCCESS,
4479,2026-09-03 15:53:31.673227,1219.84,UPI,ICICI,Android,Delhi,SUCCESS,
44276,2026-09-03 15:53:31.673227,1002.93,WALLET,AXIS,iOS,Hyderabad,SUCCESS,
20878,2026-09-03 15:53:32.673227,590.98,UPI,SBI,iOS,Bangalore,SUCCESS,
12356,2026-09-03 15:53:33.673227,6517.09,CARD,HDFC,iOS,Hyderabad,SUCCESS,
48843,2026-09-03 15:53:33.673227,695.92,CARD,ICICI,Android,Delhi,SUCCESS,
43737,2026-09-03 15:53:34.673227,5676.92,CARD,HDFC,Android,Pune,SUCCESS,
22895,2026-09-03 15:53:36.673227,757.57,UPI,KOTAK,Android,Delhi,SUCCESS,
41744,2026-09-03 15:53:40.673227,898.81,CARD,KOTAK,Web,Hyderabad,SUCCESS,
27097,2026-09-03 15:53:40.673227,1992.49,UPI,SBI,Web,Hyderabad,SUCCESS,
24882,2026-09-03 15:53:41.673227,6240.91,UPI,HDFC,Android,Pune,SUCCESS,
30892,2026-09-03 15:53:45.673227,1214.0,CARD,HDFC,Web,Hyderabad,SUCCESS,
7667,2026-09-03 15:53:45.673227,622.95,UPI,HDFC,iOS,Hyderabad,SUCCESS,
13209,2026-09-03 15:53:45.673227,301.54,NETBANKING,SBI,Web,Delhi,SUCCESS,
43181,2026-09-03 15:53:45.673227,535.09,UPI,SBI,Android,Hyderabad,SUCCESS,
37959,2026-09-03 15:53:46.673227,1084.48,NETBANKING,KOTAK,Android,Mumbai,SUCCESS,
3429,2026-09-03 15:53:47.673227,1182.39,UPI,SBI,Web,Bangalore,SUCCESS,
5216,2026-09-03 15:53:47.673227,575.21,UPI,ICICI,Android,Hyderabad,SUCCESS,
35278,2026-09-03 15:53:47.673227,896.07,UPI,AXIS,Web,Delhi,SUCCESS,
18547,2026-09-03 15:53:48.673227,1410.7,NETBANKING,HDFC,Android,Delhi,SUCCESS,
22961,2026-09-03 15:53:50.673227,1140.11,UPI,HDFC,Android,Pune,SUCCESS,
32837,2026-09-03 15:53:53.673227,1867.09,CARD,SBI,iOS,Mumbai,FAILED,TIMEOUT
48064,2026-09-03 15:54:02.673227,775.76,UPI,SBI,Android,Mumbai,SUCCESS,
23937,2026-09-03 15:54:03.673227,4564.17,UPI,AXIS,Android,Mumbai,SUCCESS,
36520,2026-09-03 15:54:04.673227,1853.94,UPI,HDFC,Android,Hyderabad,SUCCESS,
16891,2026-09-03 15:54:05.673227,290.64,UPI,AXIS,Android,Bangalore,SUCCESS,
25636,2026-09-03 15:54:06.673227,2037.92,UPI,HDFC,Android,Mumbai,FAILED,TIMEOUT
32914,2026-09-03 15:54:08.673227,1121.43,CARD,ICICI,Web,Hyderabad,SUCCESS,
23037,2026-09-03 15:54:09.673227,1764.65,UPI,SBI,Android,Hyderabad,SUCCESS,
49640,2026-09-03 15:54:12.673227,687.48,NETBANKING,AXIS,Web,Bangalore,SUCCESS,
39712,2026-09-03 15:54:17.673227,1348.5,UPI,HDFC,iOS,Pune,SUCCESS,
29264,2026-09-03 15:54:19.673227,2158.44,UPI,SBI,Android,Pune,SUCCESS,
43908,2026-09-03 15:54:24.673227,962.99,CARD,ICICI,iOS,Bangalore,SUCCESS,
21377,2026-09-03 15:54:25.673227,728.72,UPI,AXIS,Web,Bangalore,SUCCESS,
5772,2026-09-03 15:54:25.673227,1071.0,NETBANKING,SBI,iOS,Hyderabad,SUCCESS,
24806,2026-09-03 15:54:27.673227,1227.52,UPI,HDFC,Web,Bangalore,SUCCESS,
43473,2026-09-03 15:54:33.673227,1870.37,UPI,HDFC,Android,Bangalore,FAILED,TIMEOUT
24679,2026-09-03 15:54:33.673227,2005.4,CARD,SBI,iOS,Delhi,FAILED,TIMEOUT
21239,2026-09-03 15:54:34.673227,1234.45,NETBANKING,KOTAK,Android,Bangalore,FAILED,TECHNICAL_ERROR
32175,2026-09-03 15:54:34.673227,3076.13,NETBANKING,HDFC,Android,Hyderabad,SUCCESS,
773,2026-09-03 15:54:36.673227,1085.6,UPI,AXIS,iOS,Hyderabad,SUCCESS,
8004,2026-09-03 15:54:41.673227,572.21,CARD,KOTAK,iOS,Hyderabad,SUCCESS,
11534,2026-09-03 15:54:44.673227,676.34,UPI,ICICI,iOS,Pune,SUCCESS,
